"","REPLICATEID","X","SITE","SITEVISITID","fdis","fmpd","fnnd","feve","fric","fdiv","fori","fspe","fide_PC1","fide_PC2","fide_PC3","fide_PC4","nb_sp","nb_fe","fred","fored","fvuln","TotFish","DIVER","LATITUDE","LONGITUDE","DEPTH","Revised_DEPTH_BIN","OBS_YEAR","SlopeMEAN_400m","Slope_cat","HARD_CORAL","SlopeMEAN_400m_c","DEPTH_c","HARD_CORAL_c","SECTOR","PISCIVORE","PLANKTIVORE","PRIMARY","SECONDARY","NA","Cor","H","MI","Om","Par","Pisc","Pk","SI","TotFish1"
"131","1845956956",95,"JAR-00207","4848",0.671108262,0.906046515,1.151057131,0.311732,0.4231801,0.968081836,0.514104972,0.851094557,-0.399267864,-0.102204606,0.001792676,-0.072788397,37,32,1.15625,0.118243243,0.875,665.8580121,"MKM",-0.38170751,-160.0115455,21.95,"Deep","2012",29.52672624,"High",37.5,0.797687880376951,1.73027562938498,2.0311995191914,"SOUTH",489.319833317,128.867834368,13.656552148,34.013792283,0,1.299661093,13.656552148,27.833379602,0,0,489.319833317,128.867834368,4.880751588,665.8580121
"132","1845956957",124,"JAR-00229","4842",0.724075278,0.784068281,1.002106235,0.385092,0.358506354,0.971804264,0.336892589,0.685287296,-0.191470016,0.158303969,0.043016593,0.026415237,31,30,1.033333333,0.031182796,0.966666667,189.1349948,"MKM",-0.3689503,-159.9802,6.95,"Shallow","2012",6.319040159,"Low",27.5,-1.04838672237617,-0.64965383930452,1.22348812816068,"EAST",69.609482161,99.180886176,7.758513569,12.586112849,0,2.327974133,7.758513569,7.643364388,2.521847715,0,69.609482161,99.180886176,0.092926613,189.1349948
"133","1845956958",145,"JAR-00245","4844",0.689261917,0.675190903,0.787735628,0.541234,0.311324266,0.884489144,0.319114401,0.552875836,-0.082951882,0.04448534,0.007362597,0.08126088,37,31,1.193548387,0.136006975,0.838709677,149.3106888,"MKM",-0.3750052,-159.9757,11.05,"Mid","2012",2.276500636,"Low",20,-1.36995387551626,0.000860215470610717,0.617704584887646,"EAST",55.127736603,17.553036616,49.344712479,27.285203145,0,2.577616327,49.344712479,18.932743499,5.644155791,0,55.127736603,17.553036616,0.130687528,149.3106888
"134","1845956960",150,"JAR-00247","4846",0.603831256,0.93943636,1.223630317,0.587655,0.231613382,0.967634606,0.485996357,0.849884714,-0.403219468,-0.12627238,-0.001588131,-0.097527435,36,29,1.24137931,0.16091954,0.827586207,360.539848,"MKM",-0.3819041,-159.9783,10.2,"Mid","2012",17.27693801,"Mid",7.5,-0.176731665870752,-0.134002454421795,-0.391934653900747,"EAST",285.703380581,29.33444547,37.071283198,8.430738758,0,1.864476284,37.071283198,4.12588668,0,0,285.703380581,29.33444547,2.440375794,360.539848
"135","1845956961",97,"JAR-00211","4852",0.672028989,0.871922959,1.070833652,0.495563,0.400093903,0.956928697,0.45693802,0.797152725,-0.356231685,-0.128301603,0.028862867,-0.063187884,48,41,1.170731707,0.12449187,0.853658537,251.2662645,"PMA",-0.36151542,-160.0022822,23.9,"Deep","2012",24.11117018,"Mid",16,0.366902990092835,2.03966646031462,0.29462002847536,"NORTH",194.857240089,19.70619508,14.583501284,21.164398403,0.954929659,0.472599199,14.583501284,19.279508238,0,0,194.857240089,19.70619508,1.412290966,250.311334841
"136","1845956962",98,"JAR-00211","4852",0.634633266,0.899492216,1.325066769,0.433697,0.326235277,0.954838343,0.509796981,0.817373649,-0.369593406,-0.173868864,0.018740004,-0.080340397,37,34,1.088235294,0.076311606,0.941176471,363.6430293,"MKM",-0.36151542,-160.0022822,23.9,"Deep","2012",24.11117018,"Mid",16,0.366902990092835,2.03966646031462,0.29462002847536,"NORTH",297.46984224,10.135364358,33.761041339,22.276781382,0,0,33.761041339,18.189247286,0,0,297.46984224,10.135364358,4.087534096,363.6430293
"137","1845956963",135,"JAR-00237","4853",0.623321831,0.62368914,1.067660146,0.435719,0.257105584,0.89317246,0.365329529,0.522864578,-0.042064077,0.107928087,-0.081320049,0.022761568,42,38,1.105263158,0.090225564,0.947368421,122.0522226,"PMA",-0.3622302,-159.9962,10.05,"Mid","2012",18.60355781,"Mid",7.5,-0.0712045955828423,-0.157801749108689,-0.391934653900747,"NORTH",9.985949976,55.307067391,37.716964671,19.04224052,0,0.170106696,37.716964671,16.105346171,0,0,9.985949976,55.307067391,2.766787653,122.0522226
"138","1845956964",136,"JAR-00237","4853",0.392963724,0.441317153,0.500994969,0.563072,0.131133452,0.840409917,0.300934648,0.407156618,0.103766338,-0.00340097,-0.098663128,0.045873902,38,33,1.151515152,0.115629984,0.878787879,64.03247316,"MKM",-0.3622302,-159.9962,10.05,"Mid","2012",18.60355781,"Mid",7.5,-0.0712045955828423,-0.157801749108689,-0.391934653900747,"NORTH",2.690306431,6.515512748,37.149237757,17.67741622,0,0.2316402,37.149237757,14.785262119,0,0,2.690306431,6.515512748,2.660513901,64.03247316
"139","1845956965",111,"JAR-00220","4855",0.522736132,0.516533697,0.545719124,0.521529,0.20862342,0.737578965,0.275958665,0.462266109,0.093110644,-0.006405017,-0.031049397,0.006515534,37,33,1.121212121,0.098280098,0.909090909,85.25044976,"MKM",-0.3635954,-160.0051,14,"Mid","2012",31.74491552,"High",22.5,0.974135583074022,0.468913010979546,0.819632432645325,"WEST",19.709160886,11.831790676,43.494325627,10.215172567,0,0.64826399,43.494325627,6.867748826,0.129479408,0,19.709160886,11.831790676,2.569680343,85.25044976
"140","1845956966",165,"JAR-00264","4856",0.347020646,0.435282573,0.516369654,0.51003,0.082790906,0.720327456,0.28643188,0.407086943,0.132209897,-0.02130969,-0.108255147,0.02562267,31,25,1.24,0.170322581,0.88,96.01761704,"MKM",-0.36706281,-160.0068008,3.75,"Shallow","2012",35.46883358,"High",12.5,1.27035772815586,-1.15737212595828,0.0119210416146099,"WEST",8.467535917,1.969645843,77.145001945,8.435433333,0,1.191640275,77.145001945,6.679815734,0,0,8.467535917,1.969645843,0.563977324,96.01761704
"141","1845956967",173,"JAR-00268","4854",0.700930541,0.693059699,1.184056065,0.485149,0.218850001,0.908426438,0.351448849,0.601513007,-0.133516993,0.103911505,-0.042626556,0.057344612,31,25,1.24,0.162580645,0.84,91.15718438,"MKM",-0.36256869,-159.9989159,5.6,"Shallow","2012",15.89959176,"Mid",7.5,-0.286293813619895,-0.863847491486575,-0.391934653900747,"NORTH",30.180574787,29.654737069,20.784682095,10.537190427,0,0.379349527,20.784682095,10.1578409,0,0,30.180574787,29.654737069,0,91.15718438
"142","1845956968",174,"JAR-00268","4854",0.652206933,0.758537081,1.280049246,0.524541,0.208861834,0.935649266,0.405441081,0.637837589,-0.19083887,0.00334014,0.091457794,0.128258971,33,27,1.222222222,0.148148148,0.814814815,83.87926375,"PMA",-0.36256869,-159.9989159,5.6,"Shallow","2012",15.89959176,"Mid",7.5,-0.286293813619895,-0.863847491486575,-0.391934653900747,"NORTH",59.44244011,0.439765384,17.357312522,6.63974573,0,0.619989952,17.357312522,6.019755778,0,0,59.44244011,0.439765384,0,83.87926375
"143","1845956969",112,"JAR-00220","4855",0.670125202,0.628333377,0.802822092,0.414489,0.394859624,0.854594955,0.326927395,0.521771876,-0.012545298,-0.017722933,0.019300718,0.03901138,44,39,1.128205128,0.101981352,0.897435897,79.85447175,"PMA",-0.3635954,-160.0051,14,"Mid","2012",31.74491552,"High",22.5,0.974135583074022,0.468913010979546,0.819632432645325,"WEST",35.901308377,8.478580799,28.145727654,7.32885492,0,0.512085176,28.145727654,4.389940152,0,0,35.901308377,8.478580799,2.426829592,79.85447175
"144","1845956970",166,"JAR-00264","4856",0.541513102,0.569418415,0.714792848,0.628133,0.248675212,0.753619991,0.333722683,0.485712415,0.063239139,0.008955596,-0.07897672,0.005916952,33,27,1.222222222,0.148148148,0.814814815,144.1429745,"PMA",-0.36706281,-160.0068008,3.75,"Shallow","2012",35.46883358,"High",12.5,1.27035772815586,-1.15737212595828,0.0119210416146099,"WEST",22.139833416,18.723869842,95.284534587,7.994736611,0,1.650663761,95.284534587,5.245132484,0,0,22.139833416,18.723869842,1.098940366,144.1429745
"145","1845956971",113,"JAR-00221","4861",0.617961937,0.662244733,1.021560947,0.284744,0.256324761,0.897852011,0.339562717,0.54514105,-0.105915004,0.010692879,0.034322928,0.133283099,32,31,1.032258065,0.030241935,0.967741935,174.6554195,"KCL",-0.3751761,-159.9801,7.6,"Shallow","2012",0.759861681,"Low",15,-1.49059617680384,-0.546523562327975,0.213848889372289,"EAST",60.965295935,23.790019409,28.892349119,61.007755066,0,0.346954354,28.892349119,54.202527609,6.115136743,0,60.965295935,23.790019409,0.34313636,174.6554195
"146","1845956972",99,"JAR-00213","4862",0.736224838,0.761102246,0.628974481,0.384795,0.428647527,0.928074426,0.408075128,0.670211742,-0.219889878,0.043115117,-0.041067348,0.025548572,51,41,1.243902439,0.153036824,0.780487805,735.6093758,"KCL",-0.3695431,-159.9768,22.8,"Deep","2012",13.16900786,"Mid",20,-0.503500370571883,1.86513829927739,0.617704584887646,"EAST",243.728324001,273.725961497,36.758231218,181.396859087,0,0.714550157,36.758231218,170.785787653,0,0,243.728324001,273.725961497,9.896521277,735.6093758
"147","1845956973",109,"JAR-00219","4857",0.691555109,0.765104016,0.957492074,0.378483,0.369327762,0.923563671,0.441077674,0.680617264,-0.240090494,-0.063253343,0.08906204,0.090288627,48,41,1.170731707,0.12449187,0.853658537,736.4393323,"KCL",-0.36158532,-159.9990215,12.3,"Mid","2012",18.94919402,"Mid",12.5,-0.0437106771092024,0.199187671194736,0.0119210416146099,"NORTH",352.413540566,97.727763723,71.659944973,214.638083038,0,0.46361679,71.659944973,214.174466248,0,0,352.413540566,97.727763723,0,736.4393323
"148","1845956974",131,"JAR-00235","4858",0.779594331,0.813941171,0.920956799,0.546104,0.409883296,0.916290958,0.45123537,0.710058592,-0.25902522,-0.067192527,0.01027985,-0.015057604,45,40,1.125,0.097222222,0.875,185.7327945,"KCL",-0.3630564,-159.991,12.9,"Mid","2012",22.39028325,"Mid",17.5,0.230013614538773,0.294384849942316,0.415776737129967,"NORTH",108.309231908,18.355228141,39.560964423,19.507370066,0,1.357793372,39.560964423,15.49235632,0,0,108.309231908,18.355228141,2.657220374,185.7327945
"149","1845956975",103,"JAR-00216","4859",0.27527283,0.955822168,1.279284331,0.46067,0.462109955,0.99325302,0.839382675,0.876020402,-0.454607362,-0.083330759,0.073663127,-0.209005685,39,36,1.083333333,0.072649573,0.944444444,1817.832343,"KCL",-0.3648239,-159.9841,22.65,"Deep","2012",17.97981047,"Mid",6,-0.1208210941381,1.84133900459049,-0.513091362555355,"EAST",106.287453848,127.797362403,10.591820649,16.14591172,1557.009794,0,10.591820649,14.29134049,0,0,106.287453848,127.797362403,1.85457123,260.822549
"150","1845956976",119,"JAR-00225","4860",0.651019099,0.620748107,0.880829093,0.629544,0.239302519,0.814657897,0.329028924,0.514308204,-0.009435083,0.008551862,-0.005135655,0.072010675,29,27,1.074074074,0.06385696,0.925925926,62.89870436,"KCL",-0.3732696,-159.9786,8.35,"Shallow","2012",0.761919267,"Low",22.5,-1.49043250442201,-0.4275270888935,0.819632432645325,"EAST",18.719079393,12.249062345,14.906600147,17.02396247,0,0.859733457,14.906600147,14.914756606,0,0,18.719079393,12.249062345,1.249472407,62.89870436
"151","1845956977",114,"JAR-00221","4861",0.545600383,0.619977543,0.776984716,0.561039,0.199705133,0.876423286,0.342452464,0.524129727,-0.069233826,0.010104396,0.069158129,0.163165649,29,27,1.074074074,0.06385696,0.925925926,137.2455351,"JPZ",-0.3751761,-159.9801,7.6,"Shallow","2012",0.759861681,"Low",15,-1.49059617680384,-0.546523562327975,0.213848889372289,"EAST",44.533275972,15.783094876,14.798726554,62.13043767,0,0.87912383,14.798726554,59.197813424,1.286168174,0,44.533275972,15.783094876,0.767332242,137.2455351
"152","1845956978",100,"JAR-00213","4862",0.653988797,0.738397256,0.570018731,0.516151,0.45268241,0.962027387,0.349440528,0.64906497,-0.209664371,0.113076832,-0.039656477,0.043850169,49,44,1.113636364,0.090445269,0.886363636,635.4446018,"JPZ",-0.3695431,-159.9768,22.8,"Deep","2012",13.16900786,"Mid",20,-0.503500370571883,1.86513829927739,0.617704584887646,"EAST",237.028181841,330.092560631,16.595817288,51.728042083,0,0.747259974,16.595817288,47.350776254,1.639847345,0,237.028181841,330.092560631,1.99015851,635.4446018
"153","1845956979",137,"JAR-00239","4863",0.615045005,0.639853935,0.681890146,0.513614,0.163409407,0.861998535,0.291291586,0.572773498,-0.052689569,0.190863255,-0.097996399,0.003204789,28,26,1.076923077,0.068681319,0.961538462,206.4380145,"MF",-0.3741542,-159.9747,7.5,"Shallow","2012",7.166482983,"Low",10,-0.980976181350604,-0.562389758785905,-0.190006806143069,"EAST",6.220745395,109.905359699,69.058296683,21.253612728,0,0.36845617,69.058296683,17.698697038,1.286168174,0,6.220745395,109.905359699,1.900291346,206.4380145
"154","1845956980",129,"JAR-00233","4864",0.673725102,0.771216657,1.148837845,0.567619,0.314712771,0.949581897,0.357704451,0.66358964,-0.218904061,0.013763858,0.098246605,0.0988291,28,26,1.076923077,0.065934066,0.923076923,218.8781032,"MF",-0.3737935,-159.9763,10.3,"Mid","2012",3.320922016,"Low",27.5,-1.28687451217685,-0.118136257963864,1.22348812816068,"EAST",152.70306895,16.719820971,31.935849156,17.519364126,0,2.461379202,31.935849156,14.14711954,0,0,152.70306895,16.719820971,0.910865384,218.8781032
"155","1845956981",110,"JAR-00219","4857",0.758047711,0.794010354,1.069215019,0.405947,0.389873876,0.935416671,0.445402356,0.693537984,-0.25657672,-0.11237141,0.016061442,0.009885944,50,43,1.162790698,0.12372093,0.88372093,390.0418543,"JPZ",-0.36158532,-159.9990215,12.3,"Mid","2012",18.94919402,"Mid",12.5,-0.0437106771092024,0.199187671194736,0.0119210416146099,"NORTH",228.196607227,12.966206531,71.04386481,77.835175691,0,0.436828353,71.04386481,75.700074542,0,0,228.196607227,12.966206531,1.698272796,390.0418543
"156","1845956982",132,"JAR-00235","4858",0.797347564,0.815249812,1.015318395,0.226664,0.36597502,0.918815074,0.441763798,0.7299048,-0.255120264,-0.10319468,-0.00686795,-0.056377785,41,34,1.205882353,0.145624103,0.852941176,214.9839682,"JPZ",-0.3630564,-159.991,12.9,"Mid","2012",22.39028325,"Mid",17.5,0.230013614538773,0.294384849942316,0.415776737129967,"NORTH",138.530904231,15.034483031,42.836484093,18.582096822,0,0.400477877,42.836484093,17.82339636,0,0,138.530904231,15.034483031,0.358222585,214.9839682
"157","1845956983",104,"JAR-00216","4859",0.298716094,0.926178093,1.214763268,0.353742,0.351593814,0.990301999,0.827048471,0.866029882,-0.447667897,-0.094389992,0.092375183,-0.191179378,35,34,1.029411765,0.027731092,0.970588235,1338.186355,"JPZ",-0.3648239,-159.9841,22.65,"Deep","2012",17.97981047,"Mid",6,-0.1208210941381,1.84133900459049,-0.513091362555355,"EAST",131.982711448,50.670065053,17.469266986,8.905685799,1129.158626,0.947579098,17.469266986,4.553277055,0,0,131.982711448,50.670065053,3.404829646,209.027729
"158","1845956984",120,"JAR-00225","4860",0.683101244,0.683453743,1.089646024,0.609467,0.219272845,0.914971173,0.352434791,0.583055061,-0.082014098,-0.010563174,0.107366192,0.114094187,29,25,1.16,0.115862069,0.84,99.70390506,"JPZ",-0.3732696,-159.9786,8.35,"Shallow","2012",0.761919267,"Low",22.5,-1.49043250442201,-0.4275270888935,0.819632432645325,"EAST",53.648556044,13.802473449,14.649490966,17.603384605,0,1.990893048,14.649490966,11.282416946,3.690344739,0,53.648556044,13.802473449,0.639729872,99.70390506
"159","1845956985",130,"JAR-00233","4864",0.682121608,0.658351941,1.070277278,0.607639,0.19726363,0.818850948,0.333720498,0.551160847,-0.026308622,0.042915848,0.079134876,0.087326153,21,20,1.05,0.045238095,0.95,68.82176284,"KSM",-0.3737935,-159.9763,10.3,"Mid","2012",3.320922016,"Low",27.5,-1.28687451217685,-0.118136257963864,1.22348812816068,"EAST",27.161126261,9.448998857,26.126899696,6.084738022,0,2.131540383,26.126899696,1.936392991,0,0,27.161126261,9.448998857,2.016804648,68.82176284
"160","1845956986",138,"JAR-00239","4863",0.58343445,0.587253528,0.771701496,0.526887,0.119388022,0.786900662,0.297695334,0.545284498,0.02538107,0.200023817,-0.026122452,0.036621737,23,20,1.15,0.110869565,0.85,71.75293642,"KSM",-0.3741542,-159.9747,7.5,"Shallow","2012",7.166482983,"Low",10,-0.980976181350604,-0.562389758785905,-0.190006806143069,"EAST",1.927839955,39.770755023,25.864180878,4.190160561,0,0.095080291,25.864180878,2.455232925,1.639847345,0,1.927839955,39.770755023,0,71.75293642
"161","1845956988",169,"JAR-00266","4880",0.420704046,0.475366988,0.571923798,0.525576,0.102813309,0.872185446,0.21981588,0.409552418,0.082347798,-0.011969293,-0.098141032,0.041385237,25,23,1.086956522,0.073043478,0.913043478,91.26777383,"JPZ",-0.3729519,-159.9839,4.6,"Shallow","2012",0.803217288,"Low",15,-1.4871474191513,-1.02250945606588,0.213848889372289,"EAST",7.653802694,5.409972822,49.490888372,28.713109941,0,23.1150725,49.490888372,4.863566753,0.734470688,0,7.653802694,5.409972822,0,91.26777383
"162","1845956989",159,"JAR-00261","4886",0.602986062,0.55120771,0.672742197,0.556729,0.118838212,0.885271973,0.337568679,0.487470839,0.017000136,0.000104386,0.007384143,0.090506155,32,26,1.230769231,0.165865385,0.884615385,107.4375754,"MKM",-0.375579,-160.0132303,5.15,"Shallow","2012",37.83224783,"High",23.5,1.45835747132206,-0.93524537554726,0.900403571748396,"WEST",30.701488666,1.469878842,64.258403038,10.182745584,0.825059225,1.988115439,64.258403038,6.873086152,0,0,30.701488666,1.469878842,1.321543993,106.612516175
"163","1845956990",142,"JAR-00242","4883",0.776114804,0.730534824,1.390781282,0.533833,0.212446185,0.903522023,0.494561561,0.641947227,-0.1508591,0.007640014,-0.072403137,-0.061300156,26,21,1.238095238,0.146520147,0.761904762,174.9546737,"MKM",-0.3773068,-159.9758,9,"Shallow","2012",0.889891958,"Low",14,-1.48025281076895,-0.324396811916955,0.133077750269217,"EAST",72.045045878,39.733704892,38.259070736,24.916852176,0,0.458103408,38.259070736,24.090688962,0,0,72.045045878,39.733704892,0.368059806,174.9546737
"164","1845956991",172,"JAR-00267","4882",0.621110928,0.578559199,0.797182425,0.490007,0.225861026,0.786254756,0.318115781,0.507969557,-0.020763938,0.044540251,-0.02344429,0.080406456,35,32,1.09375,0.080357143,0.9375,149.5891836,"MKM",-0.38138883,-159.9999938,6.85,"Shallow","2012",28.61211072,"High",15,0.724934031636375,-0.66552003576245,0.213848889372289,"SOUTH",45.32928553,1.341459719,95.137712452,7.780725862,0,1.254512145,95.137712452,5.962236393,0,0,45.32928553,1.341459719,0.563977324,149.5891836
"165","1845956992",93,"JAR-00201","4878",0.731687352,0.856980183,0.590070158,0.332529,0.542348092,0.959049287,0.486663542,0.788878024,-0.336319518,-0.101165651,0.000130276,-0.063886047,53,49,1.081632653,0.070850982,0.93877551,581.5951798,"JPZ",-0.3790752,-159.9715,24.9,"Deep","2012",9.864105448,"Low",27.5,-0.766391569034175,2.19832842489392,1.22348812816068,"EAST",430.46093191,94.526225253,22.948993145,33.659029461,0,0.048116605,22.948993145,27.649484181,0.854149101,0.014273382,430.46093191,94.526225253,5.093006192,581.5951798
"166","1845956993",175,"JAR-00269","4885",0.370408218,0.43115481,0.519159553,0.506921,0.092934028,0.692373066,0.306807073,0.402233377,0.116540156,0.029841481,-0.100206789,0.042455411,33,25,1.32,0.193939394,0.8,66.86446115,"MKM",-0.3820682,-160.0035,6.55,"Shallow","2012",30.35253068,"High",35,0.863377178233012,-0.71311862513624,1.82927167143372,"SOUTH",3.101880413,0.237127135,48.403931134,15.121522469,0,1.042685241,48.403931134,10.95189069,2.521847715,0,3.101880413,0.237127135,0.605098823,66.86446115
"167","1845956994",134,"JAR-00236","4876",0.720632153,0.706470613,1.037684644,0.393319,0.301520693,0.910562004,0.349898223,0.594740627,-0.116592327,0.081454873,-0.020457153,0.055737368,44,37,1.189189189,0.133292383,0.837837838,146.2986152,"KCL",-0.3636268,-159.9886,11.95,"Mid","2012",23.82159954,"Mid",26.5,0.34386885380104,0.143655983591981,1.14271698905761,"NORTH",59.702093105,36.206224461,37.209009092,13.181288529,0,1.121417559,37.209009092,11.259985129,0,0,59.702093105,36.206224461,0.799885841,146.2986152
"168","1845956995",148,"JAR-00246","4884",0.693145623,0.679821419,1.186302855,0.557505,0.240009905,0.875162288,0.340449059,0.565617382,-0.05531333,0.083263887,0.014274589,0.088193976,26,23,1.130434783,0.105351171,0.913043478,126.0259776,"MKM",-0.3785033,-159.9773,7.55,"Shallow","2012",0.764465172,"Low",12.5,-1.49022998830106,-0.55445666055694,0.0119210416146099,"EAST",39.662756301,42.447852195,35.165271519,8.750097589,0,0.869822707,35.165271519,6.681409367,0,0,39.662756301,42.447852195,1.198865515,126.0259776
"169","1845956996",118,"JAR-00224","4877",0.651606315,0.643847976,1.254629231,0.561288,0.13849072,0.891763997,0.295000696,0.563341356,-0.025077023,0.146484505,-0.063626622,0.020008407,23,21,1.095238095,0.078674948,0.904761905,94.7949148,"KCL",-0.3668705,-159.9824,6.85,"Shallow","2012",9.70713422,"Low",7.5,-0.778877975320539,-0.66552003576245,-0.391934653900747,"EAST",14.797263754,47.528469031,25.407887834,7.061294178,0,2.012817856,25.407887834,5.048476322,0,0,14.797263754,47.528469031,0,94.7949148
"170","1845956997",117,"JAR-00224","4877",0.471369662,0.512556594,0.756946504,0.511473,0.141373641,0.769847247,0.259057318,0.450983801,0.102461144,0.058976951,-0.035876151,0.020232967,24,22,1.090909091,0.079545455,0.954545455,53.71918802,"JPZ",-0.3668705,-159.9824,6.85,"Shallow","2012",9.70713422,"Low",7.5,-0.778877975320539,-0.66552003576245,-0.391934653900747,"EAST",7.803086946,8.482445582,30.891468233,6.54218726,0,0.095080291,30.891468233,6.117616063,0,0,7.803086946,8.482445582,0.329490906,53.71918802
"171","1845956998",170,"JAR-00266","4880",0.474553756,0.560207142,0.689986028,0.32913,0.18919561,0.813054126,0.291273412,0.461319946,0.042407545,0.069802997,-0.113723145,0.058012739,30,24,1.25,0.175,0.875,76.61531938,"KCL",-0.3729519,-159.9839,4.6,"Shallow","2012",0.803217288,"Low",15,-1.4871474191513,-1.02250945606588,0.213848889372289,"EAST",4.285705317,13.42540766,53.046263378,5.857943021,0,1.427883395,53.046263378,4.400070531,0,0.029989095,4.285705317,13.42540766,0,76.61531938
"172","1845956999",133,"JAR-00236","4876",0.515486865,0.547626574,0.561698,0.288651,0.251528247,0.780135012,0.30039832,0.45968334,0.016395845,-0.01776568,-0.106932998,0.015125139,44,38,1.157894737,0.122009569,0.894736842,127.4091481,"MF",-0.3636268,-159.9886,11.95,"Mid","2012",23.82159954,"Mid",26.5,0.34386885380104,0.143655983591981,1.14271698905761,"NORTH",34.932942747,9.880821538,54.059234403,28.536149426,0,4.203869545,54.059234403,23.082807474,0,0,34.932942747,9.880821538,1.249472407,127.4091481
"173","1845957000",171,"JAR-00267","4882",0.734487638,0.763453127,0.874858903,0.326712,0.262071612,0.883188881,0.591310354,0.66634767,-0.226077102,-0.04812353,-0.062838128,-0.042816094,39,30,1.3,0.184615385,0.8,300.5923246,"PMA",-0.38138883,-159.9999938,6.85,"Shallow","2012",28.61211072,"High",15,0.724934031636375,-0.66552003576245,0.213848889372289,"SOUTH",190.885085751,2.858444793,99.651740805,6.371994007,0.825059225,1.388615876,99.651740805,3.405964606,0,0,190.885085751,2.858444793,1.577413525,299.767265375
"174","1845957001",155,"JAR-00257","4879",0.420669344,0.5198791,0.868465735,0.307768,0.015966134,0.630670739,0.421258173,0.419953355,0.047767496,0.162218694,-0.007837112,-0.022908282,11,11,1,0,1,7.556701977,"KCL",-0.3692481,-159.9842,4.35,"Shallow","2012",0.768435847,"Low",3.5,-1.48991413767089,-1.0621749472107,-0.715019210313033,"EAST",0,3.421743564,1.984642282,2.150316131,0,0,1.984642282,2.150316131,0,0,0,3.421743564,0,7.556701977
"175","1845957002",156,"JAR-00257","4879",0.364642171,0.500620904,0.854773891,0.289923,0.026960098,0.573882299,0.259940624,0.417368117,0.164909615,0.1220113,0.019328281,-0.020208238,13,11,1.181818182,0.125874126,0.818181818,3.362669884,"MF",-0.3692481,-159.9842,4.35,"Shallow","2012",0.768435847,"Low",3.5,-1.48991413767089,-1.0621749472107,-0.715019210313033,"EAST",0,1.120339225,1.129767712,1.112562947,0,0.031215322,1.129767712,1.081347625,0,0,0,1.120339225,0,3.362669884
"176","1845957003",141,"JAR-00242","4883",0.69302098,0.8156687,1.707474922,0.555015,0.319394757,0.944170633,0.636267164,0.716250869,-0.276215881,-0.037741143,-0.075219497,-0.081133302,26,24,1.083333333,0.070512821,0.916666667,254.5425049,"PMA",-0.3773068,-159.9758,9,"Shallow","2012",0.889891958,"Low",14,-1.48025281076895,-0.324396811916955,0.133077750269217,"EAST",164.034096949,33.912707613,44.434667791,12.1610325,0,2.761839709,44.434667791,8.897767209,0,0,164.034096949,33.912707613,0.501425582,254.5425049
"177","1845957004",94,"JAR-00201","4878",0.629546984,0.889108537,0.613598491,0.36855,0.436636722,0.974062638,0.507656183,0.841122382,-0.399401717,-0.125234242,0.058890513,-0.052767111,38,37,1.027027027,0.025604552,0.972972973,770.0673203,"MF",-0.3790752,-159.9715,24.9,"Deep","2012",9.864105448,"Low",27.5,-0.766391569034175,2.19832842489392,1.22348812816068,"EAST",557.617542345,87.871794834,11.307678896,113.27030418,0,0.864168092,11.307678896,107.00466466,0,0,557.617542345,87.871794834,5.401471428,770.0673203
"178","1845957005",147,"JAR-00246","4884",0.676343269,0.63774777,1.018296503,0.540675,0.28973628,0.896168754,0.365835463,0.535042953,0.001106414,0.060816482,0.013912225,0.043629745,32,29,1.103448276,0.084051724,0.896551724,113.8208149,"PMA",-0.3785033,-159.9773,7.55,"Shallow","2012",0.764465172,"Low",12.5,-1.49022998830106,-0.55445666055694,0.0119210416146099,"EAST",32.932456106,39.867210105,24.761077818,16.260070863,0,1.69939211,24.761077818,12.94314654,0,0,32.932456106,39.867210105,1.617532213,113.8208149
"179","1845957006",176,"JAR-00269","4885",0.330862603,0.409622285,0.474932772,0.489374,0.121475733,0.653690518,0.275808625,0.392903447,0.126130376,0.025938025,-0.111976297,0.050601783,33,29,1.137931034,0.108672936,0.896551724,120.463052,"PMA",-0.3820682,-160.0035,6.55,"Shallow","2012",30.35253068,"High",35,0.863377178233012,-0.71311862513624,1.82927167143372,"SOUTH",1.053080606,0.46719403,100.411080505,18.531696857,0,5.960495411,100.411080505,11.677074733,0,0,1.053080606,0.46719403,0.894126713,120.463052
"180","1845957007",160,"JAR-00261","4886",0.599216015,0.770209941,0.701490636,0.519428,0.216389766,0.94181168,0.273857271,0.669275031,-0.289753548,0.070693114,-0.039126778,-0.006891444,37,31,1.193548387,0.141238012,0.870967742,226.5406147,"PMA",-0.375579,-160.0132303,5.15,"Shallow","2012",37.83224783,"High",23.5,1.45835747132206,-0.93524537554726,0.900403571748396,"WEST",145.381451496,9.75673956,57.021028278,14.381395375,0,1.114054418,57.021028278,12.627611085,0,0,145.381451496,9.75673956,0.639729872,226.5406147
"181","1845961935",223,"JAR-00477","8685",0.896129524,0.80687067,1.078488326,0.563157,0.358217785,0.951696105,0.378726272,0.716402658,-0.146087666,0.002279429,0.084772031,-0.009410058,41,34,1.205882353,0.140602582,0.823529412,203.9460324,"KDG",-0.3692944,-160.0083,12.25,"Mid","2015",35.87828538,"High",35,1.30292791056842,0.191254572965771,1.82927167143372,"WEST",86.024327489,86.705638649,21.69585088,9.520215339,0,0.868804019,21.69585088,3.691542448,0,0,86.024327489,86.705638649,4.959868872,203.9460324
